,Balcony,Bathroom,High cost
148002,1,2,1
148003,1,1,0
148004,2,2,0
148005,0,3,1
148006,0,1,0
148007,1,4,1
148008,1,2,0
148009,0,1,0
148010,1,2,0
148011,2,2,0
148012,1,1,0
148013,0,2,0
148014,2,2,1
148015,1,1,0
148016,0,2,0
148017,3,2,1
148018,0,3,0
148019,3,2,0
148020,2,2,0
148021,1,1,0
148022,1,2,0
148023,0,0,0
148024,2,2,1
148025,3,2,0
148026,0,3,1
148027,3,2,0
148028,1,2,0
148029,0,2,0
148030,1,2,0
148031,2,2,1
148032,2,1,0
148033,0,3,1
148034,1,1,0
148035,0,2,0
148036,0,0,0
148037,0,1,1
148038,3,2,0
148039,3,2,0
148040,1,2,1
148041,2,2,0
148042,2,2,0
148043,0,2,1
148044,2,2,1
148045,1,2,1
148046,1,1,0
148047,2,2,1
148048,0,2,1
148049,1,2,1
148050,3,2,0
148051,1,3,1
148052,2,2,0
148053,1,1,0
148054,2,3,0
148055,3,3,1
148056,1,1,1
148057,3,2,0
148058,3,4,0
148059,0,2,1
148060,0,1,0
148061,0,2,1
148062,0,1,1
148063,1,1,1
148064,3,3,1
148065,3,3,1
148066,2,3,0
148067,0,2,1
148068,0,2,0
148069,1,2,1
148070,1,2,1
148071,1,1,0
148072,1,2,0
148073,2,2,1
148074,3,3,1
148075,0,2,1
148076,2,2,1
148077,1,2,0
148078,1,2,0
148079,5,2,0
148080,2,2,1
148081,0,1,0
148082,1,3,0
148083,0,9,1
148084,2,3,0
148085,2,2,0
148086,2,2,0
148087,3,6,1
148088,2,4,0
148089,0,3,1
148090,1,2,0
148091,1,1,0
148092,4,4,1
148093,2,2,0
148094,1,2,1
148095,0,1,1
148096,2,2,1
148097,3,2,0
148098,0,1,0
148099,0,2,1
148100,4,2,0
148101,3,3,1
148102,2,3,1
148103,2,3,0
148104,0,3,0
148105,2,2,0
148106,2,2,1
148107,1,1,0
148108,2,2,0
148109,0,1,0
148110,2,2,0
148111,2,2,1
148112,0,2,0
148113,3,2,0
148114,2,2,0
148115,4,2,0
148116,1,1,1
148117,2,2,1
148118,2,2,1
148119,1,3,0
148120,3,2,0
148121,0,3,0
148122,0,1,1
148123,2,2,1
148124,1,1,1
148125,4,2,1
148126,0,2,0
148127,3,3,1
148128,2,2,1
148129,2,2,1
148130,1,2,0
148131,0,0,0
148132,0,1,0
148133,0,3,1
148134,3,3,1
148135,0,1,1
148136,2,2,0
148137,1,2,1
148138,4,2,0
148139,0,2,0
148140,2,2,1
148141,4,4,0
148142,1,2,0
148143,1,2,0
148144,0,1,0
148145,2,2,0
148146,1,2,0
148147,2,2,0
148148,3,2,1
148149,2,2,0
148150,2,2,0
148151,0,1,0
148152,2,2,0
148153,0,2,1
148154,1,1,0
148155,2,2,0
148156,0,3,1
148157,2,2,1
148158,1,2,0
148159,0,2,1
148160,0,1,0
148161,0,1,0
148162,0,2,0
148163,3,3,1
148164,3,3,1
148165,2,2,1
148166,3,3,1
148167,3,3,1
148168,4,3,0
148169,2,2,1
148170,2,3,0
148171,3,2,1
148172,3,3,1
148173,1,2,1
148174,2,2,1
148175,2,2,0
148176,3,3,0
148177,3,3,1
148178,2,2,1
148179,3,3,1
148180,3,3,0
148181,2,2,1
148182,2,2,0
148183,2,2,1
148184,2,2,0
148185,2,2,1
148186,1,2,1
148187,4,2,0
148188,3,2,0
148189,1,2,0
148190,4,3,0
148191,4,2,0
148192,4,2,0
148193,0,2,1
148194,5,3,0
148195,3,2,1
148196,4,2,0
148197,0,2,0
148198,2,2,0
148199,1,1,0
148200,0,2,0
148201,0,2,0
148202,0,1,0
148203,0,2,0
148204,0,1,0
148205,0,2,0
148206,0,1,0
148207,2,1,0
148208,1,2,1
148209,2,2,0
148210,0,2,0
148211,2,2,0
148212,1,1,0
148213,2,2,0
148214,2,2,0
148215,0,3,0
148216,2,2,0
148217,0,1,0
148218,1,1,0
148219,1,1,0
148220,1,2,1
148221,0,1,0
148222,0,2,0
148223,2,2,0
148224,0,2,1
148225,0,3,0
148226,1,3,0
148227,0,2,0
148228,1,2,0
148229,1,1,0
148230,2,2,0
148231,0,1,0
148232,2,1,0
148233,2,2,0
148234,1,3,0
148235,0,2,0
148236,1,1,0
148237,1,2,1
148238,0,1,0
148239,2,3,0
148240,0,2,1
148241,3,2,0
148242,0,1,0
148243,1,1,0
148244,2,1,0
148245,2,2,0
148246,0,2,0
148247,0,2,0
148248,2,2,0
148249,1,2,0
148250,2,1,0
148251,1,2,0
148252,1,1,0
148253,1,1,1
148254,0,1,0
148255,0,1,0
148256,0,1,0
148257,2,1,0
148258,0,2,1
148259,0,0,0
148260,1,2,0
148261,0,1,0
148262,2,2,0
148263,2,2,0
148264,1,1,0
148265,0,1,0
148266,0,2,0
148267,0,0,1
148268,2,3,0
148269,1,1,0
148270,1,1,0
148271,0,1,0
148272,2,2,0
148273,1,2,0
148274,0,3,1
148275,1,2,0
148276,0,4,0
148277,1,1,0
148278,0,2,0
148279,1,1,0
148280,1,1,0
148281,2,1,0
148282,1,2,1
148283,4,4,1
148284,3,3,0
148285,0,2,0
148286,5,4,1
148287,2,1,0
148288,0,1,0
148289,1,2,0
148290,3,1,0
148291,1,1,0
148292,1,1,0
148293,3,2,0
148294,1,2,1
148295,2,1,1
148296,0,1,0
148297,0,1,1
148298,0,1,0
148299,3,2,0
148300,1,1,0
148301,1,1,0
148302,3,2,0
148303,2,2,0
148304,1,1,0
148305,2,2,0
148306,1,2,0
148307,3,2,0
148308,1,1,1
148309,0,1,0
148310,1,1,0
148311,0,2,1
148312,2,1,0
148313,1,2,0
148314,1,1,0
148315,1,2,0
148316,0,2,1
148317,0,1,0
148318,2,2,0
148319,0,2,0
148320,0,1,0
148321,2,2,1
148322,0,2,0
148323,2,2,1
148324,3,2,0
148325,0,2,0
148326,1,2,1
148327,0,1,0
148328,2,1,0
148329,0,2,1
148330,2,2,0
148331,0,1,0
148332,0,1,0
148333,0,1,0
148334,0,2,1
148335,0,2,0
148336,0,2,0
148337,0,3,0
148338,2,2,0
148339,2,2,0
148340,0,1,0
148341,3,1,0
148342,1,1,0
148343,3,2,0
148344,1,1,0
148345,0,1,0
148346,0,2,0
148347,1,2,0
148348,1,1,0
148349,0,2,0
148350,0,2,0
148351,0,2,0
148352,0,2,0
148353,0,1,0
148354,0,2,0
148355,1,2,0
148356,0,1,0
148357,1,1,0
148358,0,2,0
148359,1,2,0
148360,1,2,0
148361,1,2,0
148362,0,1,0
148363,2,1,0
148364,1,2,0
148365,0,1,0
148366,0,2,1
148367,0,1,0
148368,1,1,0
148369,2,1,0
148370,0,1,0
148371,1,2,0
148372,1,2,0
148373,2,2,0
148374,2,2,0
148375,4,2,0
148376,0,1,0
148377,1,1,0
148378,2,1,0
148379,0,3,1
148380,1,3,0
148381,1,1,0
148382,1,1,0
148383,0,2,0
148384,0,1,0
148385,2,2,0
148386,0,2,0
148387,1,2,0
148388,1,2,0
148389,0,1,0
148390,0,1,0
148391,0,1,0
148392,1,1,0
148393,0,2,0
148394,2,2,0
148395,0,2,1
148396,2,1,0
148397,1,2,0
148398,2,1,0
148399,0,1,0
148400,3,2,0
148401,1,1,0
148402,0,1,0
148403,1,2,0
148404,2,2,1
148405,0,2,1
148406,2,2,0
148407,0,1,0
148408,2,1,0
148409,2,1,0
148410,1,2,0
148411,1,1,0
148412,0,1,0
148413,0,2,0
148414,0,1,0
148415,2,2,0
148416,0,2,1
148417,2,2,0
148418,0,1,0
148419,0,2,0
148420,1,3,0
148421,2,2,0
148422,0,2,1
148423,0,2,1
148424,2,2,0
148425,0,2,0
148426,2,2,1
148427,1,3,0
148428,0,2,0
148429,0,1,0
148430,0,1,0
148431,0,3,1
148432,0,1,0
148433,0,1,0
148434,1,2,1
148435,0,2,0
148436,0,2,0
148437,2,2,0
148438,1,1,0
148439,1,1,0
148440,3,3,0
148441,1,2,0
148442,1,2,0
148443,1,2,0
148444,1,1,0
148445,2,2,0
148446,0,2,0
148447,0,2,0
148448,0,1,0
148449,2,1,0
148450,1,2,0
148451,0,2,1
148452,0,1,0
148453,0,2,1
148454,0,1,0
148455,3,2,0
148456,2,2,0
148457,2,1,0
148458,0,4,1
148459,1,2,0
148460,0,1,0
148461,1,1,0
148462,0,1,1
148463,2,2,0
148464,0,1,0
148465,0,4,1
148466,1,1,0
148467,3,2,0
148468,0,1,0
148469,1,2,0
148470,4,2,0
148471,1,1,0
148472,2,2,0
148473,1,1,0
148474,1,1,0
148475,0,2,0
148476,0,1,0
148477,0,1,0
148478,1,1,0
148479,1,2,0
148480,1,2,0
148481,1,2,1
148482,0,3,0
148483,0,3,1
148484,1,2,0
148485,1,1,0
148486,0,1,1
148487,2,3,0
148488,1,2,0
148489,1,2,1
148490,2,2,0
148491,3,3,1
148492,1,1,0
148493,0,2,0
148494,0,2,0
148495,2,2,0
148496,1,2,0
148497,1,1,0
148498,0,2,1
148499,0,1,0
148500,1,1,0
148501,0,2,1
148502,1,2,0
148503,0,2,0
148504,1,1,0
148505,0,1,0
148506,1,1,0
148507,0,1,0
148508,2,1,0
148509,0,1,0
148510,1,1,0
148511,2,2,0
148512,2,2,1
148513,2,3,0
148514,0,2,0
148515,1,2,0
148516,1,1,0
148517,0,1,0
148518,2,2,0
148519,2,2,0
148520,1,1,0
148521,0,2,0
148522,0,1,1
148523,1,2,0
148524,3,2,0
148525,0,1,0
148526,1,1,0
148527,0,1,0
148528,1,1,0
148529,1,1,0
148530,1,2,0
148531,0,1,0
148532,0,1,0
148533,2,1,0
148534,0,1,0
148535,1,3,0
148536,1,1,0
148537,0,2,0
148538,1,2,0
148539,0,1,0
148540,0,1,0
148541,0,2,0
148542,0,2,1
148543,1,2,0
148544,3,3,0
148545,1,2,0
148546,0,2,0
148547,0,2,0
148548,0,2,1
148549,0,1,0
148550,0,2,1
148551,0,2,1
148552,0,2,0
148553,1,1,0
148554,1,1,0
148555,1,1,0
148556,2,2,0
148557,1,2,0
148558,0,1,0
148559,1,1,0
148560,0,2,0
148561,0,2,0
148562,1,1,0
148563,1,2,0
148564,0,2,1
148565,0,2,0
148566,2,3,0
148567,0,2,0
148568,2,2,0
148569,1,2,0
148570,0,2,0
148571,0,2,0
148572,0,1,0
148573,2,3,0
148574,0,1,0
148575,2,2,1
148576,0,1,0
148577,0,1,0
148578,0,1,0
148579,0,1,0
148580,0,0,0
148581,0,2,1
148582,1,2,0
148583,0,2,0
148584,1,2,0
148585,2,2,0
148586,0,0,0
148587,2,2,0
148588,1,2,0
148589,0,3,1
148590,1,1,0
148591,4,2,1
148592,2,2,0
148593,1,2,1
148594,4,1,0
148595,0,1,0
148596,1,1,0
148597,3,1,0
148598,3,3,0
148599,0,2,0
148600,2,2,0
148601,2,2,0
148602,2,2,0
148603,0,1,1
148604,0,1,1
148605,1,1,0
148606,0,2,0
148607,0,2,0
148608,2,1,0
148609,0,1,1
148610,0,2,0
148611,0,1,0
148612,1,1,0
148613,1,2,0
148614,0,2,0
148615,2,2,0
148616,3,3,0
148617,0,1,0
148618,0,1,0
148619,3,3,0
148620,0,1,0
148621,0,2,0
148622,0,1,0
148623,2,2,0
148624,0,2,0
148625,4,2,0
148626,3,1,0
148627,2,1,0
148628,0,2,0
148629,0,1,0
148630,0,2,1
148631,0,1,0
148632,0,1,0
148633,1,2,0
148634,2,2,0
148635,0,1,0
148636,0,1,0
148637,0,2,0
148638,0,2,0
148639,2,2,0
148640,2,2,0
148641,4,2,0
148642,1,1,0
148643,3,1,0
148644,0,1,0
148645,1,1,0
148646,1,1,0
148647,0,2,0
148648,3,1,0
148649,2,1,0
148650,0,2,0
148651,3,1,0
148652,3,2,0
148653,0,1,0
148654,0,1,0
148655,2,2,0
148656,0,2,0
148657,2,2,0
148658,2,1,0
148659,4,2,0
148660,1,2,0
148661,3,1,0
148662,0,1,0
148663,2,1,0
148664,3,2,0
148665,2,1,0
148666,2,2,0
148667,0,1,0
148668,2,2,0
148669,2,1,0
148670,0,1,0
148671,2,1,0
148672,0,2,1
148673,3,2,0
148674,0,1,0
148675,0,1,0
148676,2,1,0
148677,2,1,0
148678,3,2,0
148679,0,1,0
148680,3,2,0
148681,3,1,0
148682,0,1,0
148683,0,1,1
148684,3,2,0
148685,3,1,0
148686,3,1,0
148687,2,1,1
148688,0,1,0
148689,0,1,0
148690,0,1,0
148691,0,0,0
148692,3,2,0
148693,0,3,0
148694,2,1,0
148695,3,2,0
148696,3,1,0
148697,0,1,0
148698,1,1,0
148699,1,1,0
148700,1,2,0
148701,3,1,0
148702,1,2,0
148703,0,1,0
148704,3,1,0
148705,3,1,0
148706,2,1,0
148707,3,1,0
148708,3,2,0
148709,2,2,0
148710,0,2,0
148711,0,2,0
148712,1,1,0
148713,1,1,0
148714,0,2,0
148715,3,1,0
148716,3,2,0
148717,3,1,0
148718,0,2,0
148719,3,1,0
148720,3,1,0
148721,1,1,0
148722,2,1,0
148723,0,1,0
148724,3,1,0
148725,4,2,0
148726,2,2,0
148727,3,2,0
148728,1,1,0
148729,2,2,0
148730,0,2,1
148731,0,1,0
148732,2,2,0
148733,2,2,1
148734,3,1,0
148735,0,1,0
148736,3,1,0
148737,3,2,0
148738,0,1,0
148739,4,2,0
148740,1,1,0
148741,0,1,0
148742,0,2,0
148743,2,1,0
148744,2,1,0
148745,1,1,0
148746,1,1,0
148747,3,1,0
148748,0,1,0
148749,0,1,0
148750,0,2,0
148751,2,1,0
148752,0,1,0
148753,3,2,0
148754,0,1,0
148755,0,1,0
148756,0,2,0
148757,3,1,0
148758,3,2,0
148759,2,2,0
148760,0,2,0
148761,3,2,0
148762,0,1,0
148763,1,2,0
148764,2,1,0
148765,2,2,0
148766,2,1,0
148767,0,1,0
148768,0,2,0
148769,4,2,0
148770,1,1,0
148771,2,1,0
148772,1,1,0
148773,3,1,0
148774,0,1,0
148775,1,1,0
148776,1,2,0
148777,3,1,0
148778,0,1,0
148779,1,1,0
148780,0,2,0
148781,0,1,0
148782,2,2,0
148783,1,2,0
148784,0,1,0
148785,3,1,0
148786,1,1,0
148787,3,2,0
148788,3,1,0
148789,4,2,0
148790,4,2,0
148791,2,1,0
148792,2,2,0
148793,4,2,0
148794,1,1,0
148795,1,1,0
148796,0,1,0
148797,0,1,0
148798,0,2,0
148799,0,2,0
148800,3,1,0
148801,0,2,0
148802,1,1,0
148803,2,2,0
148804,2,1,0
148805,0,1,0
148806,3,2,0
148807,1,2,0
148808,3,2,0
148809,5,3,0
148810,3,1,0
148811,3,2,0
148812,3,1,0
148813,1,1,0
148814,3,1,0
148815,1,1,0
148816,3,2,0
148817,3,2,0
148818,0,2,0
148819,0,1,0
148820,0,2,1
148821,1,1,0
148822,0,1,0
148823,3,1,0
148824,2,2,0
148825,3,2,0
148826,2,2,0
148827,3,1,0
148828,2,2,0
148829,3,2,0
148830,4,1,0
148831,0,0,0
148832,0,1,0
148833,3,2,0
148834,1,1,0
148835,1,1,0
148836,0,1,0
148837,4,2,0
148838,0,1,0
148839,3,2,0
148840,2,1,0
148841,2,1,0
148842,0,1,0
148843,1,2,0
148844,3,1,0
148845,1,2,0
148846,4,1,0
148847,1,2,0
148848,3,3,0
148849,2,1,0
148850,2,2,0
148851,2,2,0
148852,0,1,0
148853,0,2,0
148854,4,3,0
148855,2,1,0
148856,0,1,0
148857,1,1,0
148858,0,1,0
148859,0,1,0
148860,2,1,0
148861,2,2,0
148862,3,1,0
148863,3,2,0
148864,1,2,0
148865,1,1,0
148866,2,2,0
148867,3,1,0
148868,1,2,1
148869,3,1,0
148870,1,2,0
148871,0,1,0
148872,0,1,0
148873,1,2,0
148874,0,0,0
148875,0,2,0
148876,3,2,0
148877,0,2,0
148878,0,2,0
148879,3,1,0
148880,0,2,0
148881,0,1,0
148882,1,1,1
148883,3,1,0
148884,3,1,0
148885,0,1,0
148886,0,1,0
148887,3,1,0
148888,0,2,0
148889,3,2,0
148890,1,2,0
148891,0,2,0
148892,4,2,0
148893,0,2,0
148894,1,1,0
148895,2,1,0
148896,0,1,1
148897,1,2,0
148898,0,1,0
148899,3,1,0
148900,0,2,0
148901,0,1,0
148902,3,2,0
148903,4,2,0
148904,1,1,0
148905,0,1,0
148906,3,1,0
148907,1,2,0
148908,0,1,0
148909,0,1,0
148910,0,3,0
148911,0,1,0
148912,1,1,0
148913,0,2,0
148914,2,1,0
148915,0,1,0
148916,4,1,0
148917,3,1,0
148918,0,1,0
148919,3,1,0
148920,3,2,1
148921,1,1,0
148922,0,2,0
148923,3,1,0
148924,0,1,0
148925,3,2,0
148926,0,2,0
148927,0,2,0
148928,4,1,0
148929,0,1,0
148930,3,2,0
148931,1,2,0
148932,2,2,0
148933,0,1,0
148934,0,1,0
148935,0,0,0
148936,3,2,0
148937,2,2,0
148938,3,1,0
148939,2,1,0
148940,0,2,0
148941,3,2,0
148942,2,2,0
148943,0,2,0
148944,0,2,0
148945,0,2,1
148946,0,1,0
148947,0,1,0
148948,1,2,1
148949,0,2,1
148950,2,1,0
148951,0,2,0
148952,0,1,0
148953,1,2,0
148954,2,1,0
148955,2,2,0
148956,0,1,0
148957,0,1,0
148958,2,2,0
148959,2,2,0
148960,1,1,1
148961,0,2,0
148962,0,1,0
148963,4,2,0
148964,0,2,0
148965,3,2,0
148966,0,2,0
148967,0,2,0
148968,2,1,0
148969,0,2,0
148970,3,2,0
148971,4,2,0
148972,1,1,0
148973,0,1,0
148974,0,1,0
148975,2,1,0
148976,3,1,0
148977,5,3,0
148978,1,1,0
148979,4,2,0
148980,3,1,0
148981,0,1,0
148982,0,1,0
148983,0,2,1
148984,0,1,0
148985,3,1,0
148986,3,1,0
148987,3,1,0
148988,2,1,0
148989,4,2,0
148990,0,1,0
148991,1,1,0
148992,1,1,0
148993,1,2,1
148994,2,2,0
148995,1,1,0
148996,2,1,0
148997,1,1,0
148998,3,1,0
148999,0,2,0
149000,2,1,0
149001,0,1,0
149002,4,1,0
149003,0,2,0
149004,0,1,0
149005,0,1,0
149006,3,1,0
149007,3,1,0
149008,1,1,0
149009,3,1,0
149010,2,2,0
149011,3,2,0
149012,3,1,0
149013,1,2,0
149014,0,1,1
149015,0,1,0
149016,1,2,0
149017,0,1,0
149018,4,2,0
149019,0,1,0
149020,2,1,0
149021,0,1,0
149022,0,1,0
149023,3,2,0
149024,3,1,0
149025,4,2,0
149026,2,1,0
149027,3,2,0
149028,1,1,0
149029,3,2,0
149030,2,2,0
149031,0,2,0
149032,3,1,0
149033,2,2,0
149034,2,4,0
149035,1,2,0
149036,4,3,0
149037,0,2,0
149038,0,2,0
149039,0,3,0
149040,2,2,0
149041,2,2,0
149042,1,2,0
149043,1,1,0
149044,0,4,0
149045,2,2,0
149046,4,1,0
149047,0,2,0
149048,4,2,0
149049,0,1,0
149050,1,2,0
149051,0,2,1
149052,2,2,0
149053,1,2,0
149054,1,2,0
149055,3,3,0
149056,0,2,0
149057,3,2,0
149058,3,1,0
149059,0,3,1
149060,3,2,0
149061,0,2,0
149062,1,2,0
149063,2,2,0
149064,0,2,0
149065,2,2,0
149066,0,1,0
149067,0,2,0
149068,1,1,0
149069,3,1,0
149070,0,2,0
149071,3,1,0
149072,0,2,0
149073,1,1,0
149074,2,2,0
149075,0,1,0
149076,0,3,0
149077,1,3,1
149078,2,2,0
149079,0,2,0
149080,1,2,0
149081,2,2,0
149082,0,1,1
149083,2,2,0
149084,2,2,0
149085,0,2,1
149086,2,1,0
149087,2,2,0
149088,0,1,0
149089,0,2,0
149090,0,2,0
149091,2,2,0
149092,0,1,0
149093,1,1,0
149094,1,2,0
149095,2,2,0
149096,3,2,0
149097,0,2,0
149098,3,2,0
149099,1,2,0
149100,0,2,0
149101,2,2,0
149102,3,3,0
149103,0,2,0
149104,4,5,1
149105,2,2,0
149106,1,1,0
149107,3,2,0
149108,0,2,0
149109,0,1,0
149110,0,1,0
149111,0,2,0
149112,0,2,0
149113,3,2,0
149114,3,3,0
149115,2,1,0
149116,2,3,0
149117,2,2,0
149118,0,1,0
149119,0,1,0
149120,2,2,0
149121,1,1,0
149122,2,2,0
149123,0,0,0
149124,1,1,0
149125,1,1,0
149126,3,3,0
149127,0,2,0
149128,0,2,0
149129,1,2,0
149130,0,1,0
149131,2,1,0
149132,2,2,0
149133,0,1,0
149134,1,2,0
149135,1,1,0
149136,2,2,0
149137,1,1,0
149138,2,2,0
149139,1,2,0
149140,2,2,0
149141,0,2,0
149142,2,3,0
149143,3,3,0
149144,2,2,0
149145,3,2,0
149146,3,2,0
149147,2,2,0
149148,2,2,0
149149,2,3,0
149150,4,2,0
149151,3,3,0
149152,4,2,0
149153,1,2,0
149154,2,2,0
149155,3,2,0
149156,1,1,0
149157,0,2,0
149158,1,1,0
149159,3,2,0
149160,0,2,0
149161,0,3,0
149162,3,3,0
149163,0,1,0
149164,2,2,0
149165,1,3,0
149166,3,2,0
149167,0,2,0
149168,2,2,0
149169,3,2,0
149170,1,1,0
149171,4,3,0
149172,0,1,0
149173,2,2,0
149174,0,2,0
149175,3,2,0
149176,3,2,0
149177,2,2,0
149178,2,2,0
149179,1,1,0
149180,2,2,0
149181,0,1,0
149182,3,3,0
149183,0,1,0
149184,0,1,0
149185,1,1,0
149186,3,1,0
149187,1,2,0
149188,2,3,0
149189,1,1,0
149190,2,2,0
149191,2,2,0
149192,1,2,0
149193,3,2,0
149194,0,2,0
149195,3,3,0
149196,3,3,0
149197,0,1,0
149198,2,2,0
149199,2,2,0
149200,2,2,0
149201,2,2,0
149202,0,2,0
149203,1,2,0
149204,4,3,0
149205,3,1,0
149206,3,2,0
149207,0,3,0
149208,1,1,0
149209,0,1,0
149210,0,2,0
149211,2,2,0
149212,2,2,0
149213,3,3,0
149214,3,3,0
149215,1,1,0
149216,2,2,0
149217,0,2,0
149218,1,2,0
149219,2,1,0
149220,1,1,0
149221,0,2,0
149222,3,2,0
149223,3,2,0
149224,2,1,0
149225,0,2,0
149226,4,2,0
149227,0,1,0
149228,2,3,0
149229,3,3,0
149230,2,2,0
149231,3,2,0
149232,2,1,0
149233,0,2,0
149234,1,2,0
149235,0,2,0
149236,1,1,0
149237,2,2,0
149238,2,2,0
149239,0,2,0
149240,2,2,0
149241,3,2,0
149242,1,2,0
149243,2,2,0
149244,2,2,0
149245,2,2,0
149246,1,1,0
149247,2,2,0
149248,0,2,0
149249,0,2,0
149250,2,2,0
149251,0,2,0
149252,3,3,0
149253,1,2,0
149254,1,2,0
149255,2,2,0
149256,1,2,0
149257,2,2,0
149258,3,3,0
149259,2,1,0
149260,0,2,0
149261,0,2,0
149262,2,1,0
149263,1,1,0
149264,1,2,0
149265,3,3,0
149266,1,2,0
149267,0,1,0
149268,0,2,0
149269,2,2,0
149270,3,2,0
149271,2,2,0
149272,2,2,0
149273,0,2,0
149274,3,1,0
149275,2,1,0
149276,3,2,0
149277,4,2,0
149278,1,1,0
149279,3,3,0
149280,1,1,0
149281,3,3,0
149282,0,1,0
149283,3,2,0
149284,3,2,0
149285,0,3,0
149286,1,2,0
149287,3,2,0
149288,4,2,0
149289,3,2,0
149290,2,2,0
149291,2,2,0
149292,3,2,0
149293,1,1,0
149294,2,2,0
149295,3,2,0
149296,3,2,0
149297,4,2,0
149298,3,2,0
149299,2,1,0
149300,2,3,0
149301,2,2,0
149302,4,2,0
149303,2,1,0
149304,3,2,0
149305,2,1,0
149306,3,3,0
149307,1,1,0
149308,2,2,0
149309,2,2,0
149310,3,2,0
149311,2,2,0
149312,2,1,0
149313,1,1,0
149314,3,2,0
149315,1,1,0
149316,2,1,0
149317,3,1,0
149318,2,2,0
149319,2,3,0
149320,2,2,0
149321,2,1,0
149322,2,2,0
149323,2,2,0
149324,1,1,0
149325,3,1,0
149326,1,2,0
149327,1,2,0
149328,0,1,0
149329,4,2,0
149330,1,2,0
149331,2,2,0
149332,2,2,0
149333,1,2,0
149334,1,1,0
149335,3,2,0
149336,2,3,0
149337,3,2,0
149338,0,1,0
149339,2,2,0
149340,0,2,0
149341,2,2,0
149342,0,2,0
149343,0,2,0
149344,1,2,0
149345,3,2,0
149346,4,2,0
149347,2,2,0
149348,0,2,0
149349,1,2,0
149350,3,3,0
149351,0,2,0
149352,3,2,0
149353,0,1,0
149354,4,2,0
149355,3,2,0
149356,1,2,0
149357,2,2,0
149358,3,2,0
149359,0,2,0
149360,2,2,0
149361,1,2,0
149362,1,2,0
149363,2,2,0
149364,1,1,0
149365,1,2,0
149366,2,2,0
149367,1,1,0
149368,0,2,0
149369,2,2,0
149370,3,3,0
149371,3,2,0
149372,3,3,0
149373,2,2,0
149374,2,2,0
149375,0,2,0
149376,1,2,0
149377,4,2,0
149378,2,2,0
149379,4,2,0
149380,2,2,0
149381,0,2,0
149382,2,2,0
149383,3,1,0
149384,2,1,0
149385,1,2,0
149386,1,2,0
149387,0,2,0
149388,0,2,0
149389,2,2,0
149390,1,2,0
149391,2,1,0
149392,0,2,0
149393,1,1,0
149394,1,2,0
149395,0,1,0
149396,2,1,0
149397,0,1,0
149398,2,1,0
149399,1,2,0
149400,2,2,0
149401,2,2,0
149402,2,2,0
149403,1,1,0
149404,0,2,0
149405,2,2,0
149406,1,2,0
149407,0,2,0
149408,0,2,0
149409,2,3,0
149410,2,2,0
149411,0,1,0
149412,2,2,0
149413,1,2,0
149414,2,2,0
149415,0,1,0
149416,1,2,0
149417,2,2,0
149418,1,2,0
149419,1,1,0
149420,2,2,0
149421,4,2,0
149422,0,2,0
149423,2,2,0
149424,2,2,0
149425,0,2,0
149426,1,2,0
149427,4,2,0
149428,1,2,0
149429,3,2,0
149430,2,2,0
149431,2,2,0
149432,1,1,0
149433,3,2,0
149434,3,2,0
149435,3,2,0
149436,2,1,0
149437,2,1,0
149438,2,1,0
149439,1,2,1
149440,0,2,0
149441,1,2,0
149442,0,2,0
149443,1,1,0
149444,2,1,0
149445,4,2,0
149446,3,3,0
149447,3,2,0
149448,1,1,0
149449,3,2,0
149450,2,1,0
149451,2,1,0
149452,2,1,0
149453,0,1,0
149454,2,1,0
149455,0,1,0
149456,0,2,0
149457,0,2,0
149458,0,1,0
149459,0,1,0
149460,0,2,0
149461,3,2,0
149462,2,2,0
149463,1,2,0
149464,1,2,0
149465,2,1,0
149466,3,2,0
149467,0,1,0
149468,2,2,0
149469,3,3,0
149470,0,2,0
149471,2,2,0
149472,0,2,0
149473,0,2,0
149474,3,2,0
149475,3,2,0
149476,0,1,0
149477,3,2,0
149478,2,1,0
149479,3,3,0
149480,0,1,0
149481,0,1,0
149482,0,2,0
149483,0,1,0
149484,0,2,0
149485,0,1,0
149486,3,2,0
149487,3,2,0
149488,2,2,0
149489,3,2,0
149490,3,2,0
149491,2,2,0
149492,3,2,0
149493,3,2,0
149494,2,2,0
149495,2,2,0
149496,1,2,0
149497,0,2,0
149498,2,2,0
149499,2,3,0
149500,2,2,0
149501,0,2,0
149502,2,2,0
149503,1,2,0
149504,2,2,0
149505,1,2,0
149506,4,2,0
149507,0,2,0
149508,3,3,0
149509,2,2,0
149510,0,2,0
149511,0,2,0
149512,0,2,0
149513,1,2,0
149514,2,1,0
149515,0,1,0
149516,3,3,0
149517,0,2,0
149518,2,2,0
149519,0,2,0
149520,4,2,0
149521,2,2,0
149522,4,3,0
149523,1,1,0
149524,0,1,0
149525,0,1,0
149526,0,2,0
149527,0,2,0
149528,2,2,0
149529,2,3,0
149530,3,3,0
149531,1,1,0
149532,0,2,0
149533,0,2,0
149534,3,2,0
149535,3,3,0
149536,3,2,0
149537,0,1,0
149538,0,2,0
149539,3,2,0
149540,1,2,0
149541,0,2,0
149542,2,2,0
149543,0,1,0
149544,2,2,0
149545,3,2,0
149546,3,1,0
149547,0,2,0
149548,0,2,0
149549,0,2,0
149550,0,2,0
149551,0,2,0
149552,0,2,0
149553,2,2,0
149554,2,2,0
